sumlev,region,division,state,county,stname,ctyname,census2010pop,estimatesbase2010,popestimate2010,popestimate2011,popestimate2012,popestimate2013,popestimate2014,popestimate2015,popestimate2016,npopchg_2010,npopchg_2011,npopchg_2012,npopchg_2013,npopchg_2014,npopchg_2015,npopchg_2016
50,3,6,28,109,Mississippi,Pearl River County,55834,55747,55723,55463,55092,54943,55325,55163,55310,-24,-260,-371,-149,382,-162,147
50,3,6,28,111,Mississippi,Perry County,12250,12250,12213,12238,12084,12118,12197,12225,12245,-37,25,-154,34,79,28,20
50,3,6,28,113,Mississippi,Pike County,40404,40407,40440,40411,40099,39987,39984,39960,39667,33,-29,-312,-112,-3,-24,-293
50,3,6,28,115,Mississippi,Pontotoc County,29957,29957,30043,29801,30347,30691,30808,30912,31550,86,-242,546,344,117,104,638
50,3,6,28,117,Mississippi,Prentiss County,25276,25276,25218,25312,25329,25422,25373,25313,25256,-58,94,17,93,-49,-60,-57
50,3,6,28,119,Mississippi,Quitman County,8223,8223,8165,8029,7802,7826,7678,7514,7349,-58,-136,-227,24,-148,-164,-165
50,3,6,28,121,Mississippi,Rankin County,141617,142061,142490,144085,145598,147040,148012,148770,150228,429,1595,1513,1442,972,758,1458
50,3,6,28,123,Mississippi,Scott County,28264,28260,28316,28306,28262,28196,28402,28275,28207,56,-10,-44,-66,206,-127,-68
50,3,6,28,125,Mississippi,Sharkey County,4916,4916,4880,4878,4793,4677,4626,4594,4552,-36,-2,-85,-116,-51,-32,-42
50,3,6,28,127,Mississippi,Simpson County,27503,27502,27510,27379,27384,27485,27493,27122,26912,8,-131,5,101,8,-371,-210
50,3,6,28,129,Mississippi,Smith County,16491,16493,16478,16530,16348,16210,16159,16057,15909,-15,52,-182,-138,-51,-102,-148
50,3,6,28,131,Mississippi,Stone County,17786,17786,17891,17927,18053,17970,17877,18061,18012,105,36,126,-83,-93,184,-49
50,3,6,28,133,Mississippi,Sunflower County,29450,29385,28951,28515,28417,27941,27432,26923,26407,-434,-436,-98,-476,-509,-509,-516
50,3,6,28,135,Mississippi,Tallahatchie County,15378,15383,15341,15361,15100,15025,14740,14623,14394,-42,20,-261,-75,-285,-117,-229
50,3,6,28,137,Mississippi,Tate County,28886,28882,28981,28739,28513,28354,28255,28368,28201,99,-242,-226,-159,-99,113,-167
50,3,6,28,139,Mississippi,Tippah County,22232,22232,22196,22079,21956,22051,22027,22082,22190,-36,-117,-123,95,-24,55,108
50,3,6,28,141,Mississippi,Tishomingo County,19593,19596,19603,19611,19603,19479,19433,19509,19491,7,8,-8,-124,-46,76,-18
50,3,6,28,143,Mississippi,Tunica County,10778,10778,10748,10590,10449,10475,10536,10342,10234,-30,-158,-141,26,61,-194,-108
50,3,6,28,145,Mississippi,Union County,27134,27134,27132,27311,27369,27789,28158,28318,28311,-2,179,58,420,369,160,-7
50,3,6,28,147,Mississippi,Walthall County,15443,15443,15407,15396,15090,14887,14854,14629,14599,-36,-11,-306,-203,-33,-225,-30
50,3,6,28,149,Mississippi,Warren County,48773,48773,48816,48275,48194,48310,47985,47542,47140,43,-541,-81,116,-325,-443,-402
50,3,6,28,151,Mississippi,Washington County,51137,51135,51077,50448,50055,49704,49079,48053,47231,-58,-629,-393,-351,-625,-1026,-822
50,3,6,28,153,Mississippi,Wayne County,20747,20747,20761,20650,20637,20488,20468,20510,20480,14,-111,-13,-149,-20,42,-30
50,3,6,28,155,Mississippi,Webster County,10253,10252,10285,10135,10056,9942,9974,9869,9767,33,-150,-79,-114,32,-105,-102
50,3,6,28,157,Mississippi,Wilkinson County,9878,9878,9860,9579,9465,9350,9201,9102,9047,-18,-281,-114,-115,-149,-99,-55
50,3,6,28,159,Mississippi,Winston County,19198,19198,19183,19010,18973,18705,18457,18301,18160,-15,-173,-37,-268,-248,-156,-141
50,3,6,28,161,Mississippi,Yalobusha County,12678,12678,12633,12505,12369,12343,12264,12451,12471,-45,-128,-136,-26,-79,187,20
50,3,6,28,163,Mississippi,Yazoo County,28065,28065,28082,28232,28283,27927,27742,27377,27264,17,150,51,-356,-185,-365,-113
40,2,4,29,000,Missouri,Missouri,5988927,5988928,5996118,6010717,6025415,6042711,6060930,6076204,6093000,7190,14599,14698,17296,18219,15274,16796
50,2,4,29,001,Missouri,Adair County,25607,25607,25614,25610,25680,25702,25564,25430,25359,7,-4,70,22,-138,-134,-71
50,2,4,29,003,Missouri,Andrew County,17291,17291,17321,17271,17390,17369,17335,17291,17350,30,-50,119,-21,-34,-44,59
50,2,4,29,005,Missouri,Atchison County,5685,5685,5646,5581,5518,5424,5363,5301,5293,-39,-65,-63,-94,-61,-62,-8
50,2,4,29,007,Missouri,Audrain County,25529,25529,25462,25601,25627,25658,25952,26082,26021,-67,139,26,31,294,130,-61
50,2,4,29,009,Missouri,Barry County,35597,35597,35747,35662,35673,35702,35706,35766,35732,150,-85,11,29,4,60,-34
50,2,4,29,011,Missouri,Barton County,12402,12402,12367,12369,12348,12219,12024,11877,11908,-35,2,-21,-129,-195,-147,31
50,2,4,29,013,Missouri,Bates County,17049,17049,17040,17023,16696,16489,16551,16410,16417,-9,-17,-327,-207,62,-141,7
50,2,4,29,015,Missouri,Benton County,19056,19056,19109,19015,18939,18866,18794,18687,18839,53,-94,-76,-73,-72,-107,152
50,2,4,29,017,Missouri,Bollinger County,12363,12363,12343,12372,12395,12435,12368,12161,12052,-20,29,23,40,-67,-207,-109
50,2,4,29,019,Missouri,Boone County,162642,162645,163201,166030,168746,171072,172906,174546,176594,556,2829,2716,2326,1834,1640,2048
50,2,4,29,021,Missouri,Buchanan County,89201,89201,89096,89618,89858,89776,89486,89016,88938,-105,522,240,-82,-290,-470,-78
50,2,4,29,023,Missouri,Butler County,42794,42794,42797,42989,43004,42970,42865,42859,42739,3,192,15,-34,-105,-6,-120
50,2,4,29,025,Missouri,Caldwell County,9424,9424,9445,9214,9117,9069,9017,9020,9062,21,-231,-97,-48,-52,3,42
50,2,4,29,027,Missouri,Callaway County,44332,44330,44329,44317,44442,44513,44692,44739,45078,-1,-12,125,71,179,47,339
50,2,4,29,029,Missouri,Camden County,44002,44001,44036,43622,43914,43891,44130,44329,44497,35,-414,292,-23,239,199,168
50,2,4,29,031,Missouri,Cape Girardeau County,75674,75674,75886,76674,77171,77636,78147,78577,78913,212,788,497,465,511,430,336
50,2,4,29,033,Missouri,Carroll County,9295,9295,9289,9257,9096,9097,8995,8945,8913,-6,-32,-161,1,-102,-50,-32
50,2,4,29,035,Missouri,Carter County,6265,6265,6297,6315,6256,6313,6256,6250,6168,32,18,-59,57,-57,-6,-82
50,2,4,29,037,Missouri,Cass County,99478,99494,99776,99999,100521,100807,100951,101496,102845,282,223,522,286,144,545,1349
50,2,4,29,039,Missouri,Cedar County,13982,13982,13984,13839,13830,13933,13938,13944,14016,2,-145,-9,103,5,6,72
50,2,4,29,041,Missouri,Chariton County,7831,7827,7832,7731,7665,7627,7674,7592,7516,5,-101,-66,-38,47,-82,-76
50,2,4,29,043,Missouri,Christian County,77422,77417,77854,78694,79762,80774,82048,83282,84401,437,840,1068,1012,1274,1234,1119
50,2,4,29,045,Missouri,Clark County,7139,7129,7126,7030,6978,6906,6884,6810,6723,-3,-96,-52,-72,-22,-74,-87
50,2,4,29,047,Missouri,Clay County,221939,221950,222708,225083,227530,230365,233224,235471,239085,758,2375,2447,2835,2859,2247,3614
50,2,4,29,049,Missouri,Clinton County,20743,20743,20732,20648,20474,20482,20271,20635,20610,-11,-84,-174,8,-211,364,-25
50,2,4,29,051,Missouri,Cole County,75990,75983,76127,76387,76371,76648,76583,76780,76631,144,260,-16,277,-65,197,-149
50,2,4,29,053,Missouri,Cooper County,17601,17601,17589,17571,17534,17631,17572,17616,17712,-12,-18,-37,97,-59,44,96
50,2,4,29,055,Missouri,Crawford County,24696,24696,24617,24826,24779,24535,24621,24487,24302,-79,209,-47,-244,86,-134,-185
50,2,4,29,057,Missouri,Dade County,7883,7883,7857,7770,7561,7546,7616,7596,7631,-26,-87,-209,-15,70,-20,35
50,2,4,29,059,Missouri,Dallas County,16777,16777,16736,16768,16781,16503,16395,16413,16448,-41,32,13,-278,-108,18,35
50,2,4,29,061,Missouri,Daviess County,8433,8433,8442,8307,8268,8266,8292,8252,8209,9,-135,-39,-2,26,-40,-43
50,2,4,29,063,Missouri,DeKalb County,12892,12892,12877,12916,12875,12739,12659,12645,12613,-15,39,-41,-136,-80,-14,-32
50,2,4,29,065,Missouri,Dent County,15657,15654,15709,15568,15617,15692,15577,15616,15387,55,-141,49,75,-115,39,-229
50,2,4,29,067,Missouri,Douglas County,13684,13686,13642,13626,13594,13465,13546,13372,13358,-44,-16,-32,-129,81,-174,-14
50,2,4,29,069,Missouri,Dunklin County,31953,31953,31945,32024,31860,31725,31358,30877,30535,-8,79,-164,-135,-367,-481,-342
50,2,4,29,071,Missouri,Franklin County,101492,101491,101502,101615,101335,101733,102029,102382,102838,11,113,-280,398,296,353,456
50,2,4,29,073,Missouri,Gasconade County,15222,15221,15231,15109,14985,14888,14870,14826,14808,10,-122,-124,-97,-18,-44,-18
50,2,4,29,075,Missouri,Gentry County,6738,6738,6738,6828,6803,6777,6798,6685,6661,0,90,-25,-26,21,-113,-24
50,2,4,29,077,Missouri,Greene County,275174,275178,275384,277402,280729,284012,285889,287924,288690,206,2018,3327,3283,1877,2035,766
50,2,4,29,079,Missouri,Grundy County,10261,10261,10269,10265,10343,10377,10209,10062,10165,8,-4,78,34,-168,-147,103
50,2,4,29,081,Missouri,Harrison County,8957,8957,8949,8901,8734,8718,8624,8613,8556,-8,-48,-167,-16,-94,-11,-57
50,2,4,29,083,Missouri,Henry County,22272,22272,22249,22210,22170,22081,22060,21743,21594,-23,-39,-40,-89,-21,-317,-149
50,2,4,29,085,Missouri,Hickory County,9627,9627,9632,9580,9388,9269,9218,9193,9269,5,-52,-192,-119,-51,-25,76
50,2,4,29,087,Missouri,Holt County,4912,4912,4903,4836,4663,4583,4518,4471,4448,-9,-67,-173,-80,-65,-47,-23
50,2,4,29,089,Missouri,Howard County,10144,10148,10140,10207,10189,10236,10136,10123,10058,-8,67,-18,47,-100,-13,-65
50,2,4,29,091,Missouri,Howell County,40400,40400,40569,40609,40580,40234,40168,40135,40210,169,40,-29,-346,-66,-33,75
50,2,4,29,093,Missouri,Iron County,10630,10628,10601,10484,10419,10329,10230,10099,10022,-27,-117,-65,-90,-99,-131,-77
50,2,4,29,095,Missouri,Jackson County,674158,674135,674907,675185,677321,679717,683001,686373,691801,772,278,2136,2396,3284,3372,5428
50,2,4,29,097,Missouri,Jasper County,117404,117404,117722,117839,115406,116455,117533,118376,119111,318,117,-2433,1049,1078,843,735
50,2,4,29,099,Missouri,Jefferson County,218733,218729,219129,219724,220185,221288,222660,223908,224226,400,595,461,1103,1372,1248,318
50,2,4,29,101,Missouri,Johnson County,52595,52595,52729,53457,54465,54483,54382,53874,53942,134,728,1008,18,-101,-508,68
50,2,4,29,103,Missouri,Knox County,4131,4131,4128,4114,4089,4069,3992,3899,3934,-3,-14,-25,-20,-77,-93,35
50,2,4,29,105,Missouri,Laclede County,35571,35571,35655,35590,35420,35637,35493,35487,35490,84,-65,-170,217,-144,-6,3
50,2,4,29,107,Missouri,Lafayette County,33381,33381,33398,33239,33108,32875,32663,32679,32618,17,-159,-131,-233,-212,16,-61
50,2,4,29,109,Missouri,Lawrence County,38634,38634,38588,38469,38380,38120,37997,38144,38381,-46,-119,-89,-260,-123,147,237
50,2,4,29,111,Missouri,Lewis County,10211,10209,10196,10238,10159,10136,10116,10186,10134,-13,42,-79,-23,-20,70,-52
50,2,4,29,113,Missouri,Lincoln County,52566,52560,52700,53101,53348,53868,54272,54675,55267,140,401,247,520,404,403,592
50,2,4,29,115,Missouri,Linn County,12761,12761,12745,12573,12481,12333,12323,12293,12164,-16,-172,-92,-148,-10,-30,-129
50,2,4,29,117,Missouri,Livingston County,15195,15195,15127,15134,15055,14914,15073,15010,15235,-68,7,-79,-141,159,-63,225
50,2,4,29,119,Missouri,McDonald County,23083,23083,23073,22875,22931,22604,22796,22648,22620,-10,-198,56,-327,192,-148,-28
50,2,4,29,121,Missouri,Macon County,15566,15566,15593,15480,15552,15488,15463,15321,15170,27,-113,72,-64,-25,-142,-151
50,2,4,29,123,Missouri,Madison County,12226,12226,12194,12323,12464,12391,12346,12369,12443,-32,129,141,-73,-45,23,74
50,2,4,29,125,Missouri,Maries County,9176,9178,9183,9216,9053,9070,8998,8958,8858,5,33,-163,17,-72,-40,-100
50,2,4,29,127,Missouri,Marion County,28781,28781,28784,28788,28806,28858,28870,28862,28894,3,4,18,52,12,-8,32
50,2,4,29,129,Missouri,Mercer County,3785,3785,3779,3784,3719,3683,3709,3702,3699,-6,5,-65,-36,26,-7,-3
50,2,4,29,131,Missouri,Miller County,24748,24747,24727,24825,24716,25005,25053,25076,25206,-20,98,-109,289,48,23,130
50,2,4,29,133,Missouri,Mississippi County,14358,14358,14324,14250,14298,14233,14205,14023,13799,-34,-74,48,-65,-28,-182,-224
50,2,4,29,135,Missouri,Moniteau County,15607,15607,15619,15696,15673,15759,15835,15913,16018,12,77,-23,86,76,78,105
50,2,4,29,137,Missouri,Monroe County,8840,8840,8799,8679,8677,8733,8683,8560,8558,-41,-120,-2,56,-50,-123,-2
50,2,4,29,139,Missouri,Montgomery County,12236,12234,12231,12228,12021,11941,11820,11699,11620,-3,-3,-207,-80,-121,-121,-79
50,2,4,29,141,Missouri,Morgan County,20565,20565,20562,20391,20136,20210,20194,20158,20213,-3,-171,-255,74,-16,-36,55
50,2,4,29,143,Missouri,New Madrid County,18956,18960,18931,18802,18493,18332,18236,18167,17915,-29,-129,-309,-161,-96,-69,-252
50,2,4,29,145,Missouri,Newton County,58114,58112,58144,58828,59071,58783,58592,58567,58694,32,684,243,-288,-191,-25,127
50,2,4,29,147,Missouri,Nodaway County,23370,23370,23377,23430,23377,23225,23081,22776,22670,7,53,-53,-152,-144,-305,-106
50,2,4,29,149,Missouri,Oregon County,10881,10881,10930,11070,11007,10993,10884,10936,10789,49,140,-63,-14,-109,52,-147
50,2,4,29,151,Missouri,Osage County,13878,13885,13878,13921,13864,13690,13675,13626,13664,-7,43,-57,-174,-15,-49,38
50,2,4,29,153,Missouri,Ozark County,9723,9719,9722,9648,9612,9531,9465,9407,9237,3,-74,-36,-81,-66,-58,-170
50,2,4,29,155,Missouri,Pemiscot County,18296,18296,18242,18208,18106,17786,17587,17442,17073,-54,-34,-102,-320,-199,-145,-369
50,2,4,29,157,Missouri,Perry County,18971,18971,18974,18919,19042,19113,19190,19130,19285,3,-55,123,71,77,-60,155
50,2,4,29,159,Missouri,Pettis County,42201,42201,42266,42133,42280,42163,42129,42182,42213,65,-133,147,-117,-34,53,31
50,2,4,29,161,Missouri,Phelps County,45156,45154,45313,45185,45201,44915,44833,44610,44608,159,-128,16,-286,-82,-223,-2
50,2,4,29,163,Missouri,Pike County,18516,18516,18484,18637,18530,18577,18475,18354,18438,-32,153,-107,47,-102,-121,84
50,2,4,29,165,Missouri,Platte County,89322,89318,89710,90802,92153,93333,94837,96217,98309,392,1092,1351,1180,1504,1380,2092
50,2,4,29,167,Missouri,Polk County,31137,31137,31164,31196,31078,30994,31025,31183,31285,27,32,-118,-84,31,158,102
50,2,4,29,169,Missouri,Pulaski County,52274,52274,52844,53273,53412,53783,53505,53156,52654,570,429,139,371,-278,-349,-502
50,2,4,29,171,Missouri,Putnam County,4979,4979,4970,4964,4941,4884,4844,4863,4853,-9,-6,-23,-57,-40,19,-10
50,2,4,29,173,Missouri,Ralls County,10167,10167,10194,10303,10265,10180,10278,10177,10224,27,109,-38,-85,98,-101,47
50,2,4,29,175,Missouri,Randolph County,25414,25414,25440,25258,25313,24941,25071,25090,24989,26,-182,55,-372,130,19,-101
50,2,4,29,177,Missouri,Ray County,23494,23494,23471,23319,23063,23029,22943,22815,22754,-23,-152,-256,-34,-86,-128,-61
50,2,4,29,179,Missouri,Reynolds County,6696,6694,6679,6682,6663,6583,6530,6418,6455,-15,3,-19,-80,-53,-112,37
50,2,4,29,181,Missouri,Ripley County,14100,14100,14101,14147,14043,14028,13979,13811,13817,1,46,-104,-15,-49,-168,6
50,2,4,29,183,Missouri,St. Charles County,360485,360495,361840,365262,369102,374196,379894,385171,390918,1345,3422,3840,5094,5698,5277,5747
50,2,4,29,185,Missouri,St. Clair County,9805,9805,9817,9707,9522,9508,9467,9450,9272,12,-110,-185,-14,-41,-17,-178
50,2,4,29,186,Missouri,Ste. Genevieve County,18145,18139,18117,18229,17859,17941,17960,17895,18030,-22,112,-370,82,19,-65,135
50,2,4,29,187,Missouri,St. Francois County,65359,65371,65539,65575,65856,66229,65993,66446,66627,168,36,281,373,-236,453,181
50,2,4,29,189,Missouri,St. Louis County,998954,998868,998833,998999,1000530,1000778,1001207,1001705,998581,-35,166,1531,248,429,498,-3124
50,2,4,29,195,Missouri,Saline County,23370,23370,23404,23327,23473,23227,23279,23109,22980,34,-77,146,-246,52,-170,-129
50,2,4,29,197,Missouri,Schuyler County,4431,4431,4443,4391,4390,4365,4398,4434,4394,12,-52,-1,-25,33,36,-40
50,2,4,29,199,Missouri,Scotland County,4843,4853,4843,4848,4889,4919,4865,4859,4932,-10,5,41,30,-54,-6,73
50,2,4,29,201,Missouri,Scott County,39191,39187,39246,39127,39138,39205,38878,39004,38745,59,-119,11,67,-327,126,-259
50,2,4,29,203,Missouri,Shannon County,8441,8441,8446,8420,8324,8271,8286,8233,8168,5,-26,-96,-53,15,-53,-65
50,2,4,29,205,Missouri,Shelby County,6373,6373,6375,6246,6238,6163,6126,6132,6082,2,-129,-8,-75,-37,6,-50
50,2,4,29,207,Missouri,Stoddard County,29968,29968,30021,29850,29843,29855,29867,29786,29588,53,-171,-7,12,12,-81,-198
50,2,4,29,209,Missouri,Stone County,32202,32208,32059,31862,31619,31334,31084,30902,31047,-149,-197,-243,-285,-250,-182,145
50,2,4,29,211,Missouri,Sullivan County,6714,6714,6720,6674,6559,6484,6453,6323,6262,6,-46,-115,-75,-31,-130,-61
50,2,4,29,213,Missouri,Taney County,51675,51674,51931,52636,52939,53295,53961,54333,54735,257,705,303,356,666,372,402
50,2,4,29,215,Missouri,Texas County,26008,26008,26029,25937,25757,25639,25628,25651,25775,21,-92,-180,-118,-11,23,124
50,2,4,29,217,Missouri,Vernon County,21159,21159,21125,20989,20783,20908,20963,20803,20723,-34,-136,-206,125,55,-160,-80
50,2,4,29,219,Missouri,Warren County,32513,32518,32583,32625,32791,33038,33273,33545,33802,65,42,166,247,235,272,257
50,2,4,29,221,Missouri,Washington County,25195,25196,25179,25104,25108,25165,25105,24795,24839,-17,-75,4,57,-60,-310,44
50,2,4,29,223,Missouri,Wayne County,13521,13523,13507,13385,13378,13422,13393,13373,13139,-16,-122,-7,44,-29,-20,-234
50,2,4,29,225,Missouri,Webster County,36202,36202,36273,36311,36343,36492,36906,37526,38106,71,38,32,149,414,620,580
50,2,4,29,227,Missouri,Worth County,2171,2171,2155,2130,2084,2085,2061,2051,2024,-16,-25,-46,1,-24,-10,-27
50,2,4,29,229,Missouri,Wright County,18815,18815,18857,18643,18620,18430,18298,18257,18286,42,-214,-23,-190,-132,-41,29
50,2,4,29,510,Missouri,St. Louis city,319294,319381,319305,319144,319085,317947,316840,314875,311404,-76,-161,-59,-1138,-1107,-1965,-3471
40,4,8,30,000,Montana,Montana,989415,989414,990641,997821,1005196,1014314,1022867,1032073,1042520,1227,7180,7375,9118,8553,9206,10447
50,4,8,30,001,Montana,Beaverhead County,9246,9246,9243,9203,9353,9276,9294,9261,9401,-3,-40,150,-77,18,-33,140
50,4,8,30,003,Montana,Big Horn County,12865,12865,12907,13053,13003,13122,13347,13256,13343,42,146,-50,119,225,-91,87
50,4,8,30,005,Montana,Blaine County,6491,6491,6490,6568,6650,6577,6630,6587,6601,-1,78,82,-73,53,-43,14
50,4,8,30,007,Montana,Broadwater County,5612,5612,5627,5720,5742,5665,5629,5679,5747,15,93,22,-77,-36,50,68
50,4,8,30,009,Montana,Carbon County,10078,10078,10065,10082,10122,10314,10417,10388,10460,-13,17,40,192,103,-29,72
50,4,8,30,011,Montana,Carter County,1160,1160,1155,1142,1175,1164,1170,1171,1203,-5,-13,33,-11,6,1,32
50,4,8,30,013,Montana,Cascade County,81327,81324,81532,81784,81767,82367,82236,82118,81755,208,252,-17,600,-131,-118,-363
50,4,8,30,015,Montana,Chouteau County,5813,5813,5818,5809,5933,5853,5884,5757,5759,5,-9,124,-80,31,-127,2
50,4,8,30,017,Montana,Custer County,11699,11699,11693,11761,11836,11918,12073,12147,11924,-6,68,75,82,155,74,-223
50,4,8,30,019,Montana,Daniels County,1751,1751,1745,1777,1785,1792,1808,1763,1755,-6,32,8,7,16,-45,-8
50,4,8,30,021,Montana,Dawson County,8966,8963,8938,9023,9252,9404,9547,9625,9327,-25,85,229,152,143,78,-298
50,4,8,30,023,Montana,Deer Lodge County,9298,9292,9299,9267,9224,9283,9140,9148,9085,7,-32,-43,59,-143,8,-63
50,4,8,30,025,Montana,Fallon County,2890,2890,2887,2930,3026,3045,3109,3184,3120,-3,43,96,19,64,75,-64
50,4,8,30,027,Montana,Fergus County,11586,11586,11587,11506,11450,11513,11385,11384,11413,1,-81,-56,63,-128,-1,29
50,4,8,30,029,Montana,Flathead County,90928,90928,90864,91190,91617,92975,94728,96079,98082,-64,326,427,1358,1753,1351,2003
50,4,8,30,031,Montana,Gallatin County,89513,89513,89631,91353,92595,94637,97322,100736,104502,118,1722,1242,2042,2685,3414,3766
50,4,8,30,033,Montana,Garfield County,1206,1209,1187,1276,1263,1279,1300,1312,1310,-22,89,-13,16,21,12,-2
50,4,8,30,035,Montana,Glacier County,13399,13399,13431,13576,13663,13785,13698,13634,13694,32,145,87,122,-87,-64,60
50,4,8,30,037,Montana,Golden Valley County,884,884,883,841,844,859,853,830,831,-1,-42,3,15,-6,-23,1
50,4,8,30,039,Montana,Granite County,3079,3079,3071,3141,3108,3134,3213,3239,3368,-8,70,-33,26,79,26,129
50,4,8,30,041,Montana,Hill County,16096,16096,16146,16407,16430,16597,16558,16518,16542,50,261,23,167,-39,-40,24
50,4,8,30,043,Montana,Jefferson County,11406,11403,11394,11436,11395,11512,11572,11671,11853,-9,42,-41,117,60,99,182
50,4,8,30,045,Montana,Judith Basin County,2072,2072,2064,2033,2024,2016,1994,1931,1940,-8,-31,-9,-8,-22,-63,9
50,4,8,30,047,Montana,Lake County,28746,28746,28778,29030,29036,29097,29200,29466,29758,32,252,6,61,103,266,292
50,4,8,30,049,Montana,Lewis and Clark County,63395,63395,63603,64263,64859,65365,65961,66479,67282,208,660,596,506,596,518,803
50,4,8,30,051,Montana,Liberty County,2339,2339,2355,2385,2397,2372,2356,2401,2409,16,30,12,-25,-16,45,8
50,4,8,30,053,Montana,Lincoln County,19687,19687,19684,19614,19483,19414,19138,19047,19259,-3,-70,-131,-69,-276,-91,212
50,4,8,30,055,Montana,McCone County,1734,1734,1738,1710,1699,1707,1703,1683,1700,4,-28,-11,8,-4,-20,17
50,4,8,30,057,Montana,Madison County,7691,7691,7685,7686,7718,7695,7804,7911,7924,-6,1,32,-23,109,107,13
50,4,8,30,059,Montana,Meagher County,1891,1891,1889,1892,1903,1918,1857,1818,1827,-2,3,11,15,-61,-39,9
50,4,8,30,061,Montana,Mineral County,4223,4223,4218,4256,4173,4272,4242,4244,4184,-5,38,-83,99,-30,2,-60
50,4,8,30,063,Montana,Missoula County,109299,109299,109455,110169,111092,111707,112595,113982,116130,156,714,923,615,888,1387,2148
50,4,8,30,065,Montana,Musselshell County,4538,4538,4546,4744,4679,4640,4602,4578,4589,8,198,-65,-39,-38,-24,11
50,4,8,30,067,Montana,Park County,15636,15636,15587,15509,15587,15658,15877,15981,16114,-49,-78,78,71,219,104,133
50,4,8,30,069,Montana,Petroleum County,494,494,493,490,508,504,487,473,489,-1,-3,18,-4,-17,-14,16
50,4,8,30,071,Montana,Phillips County,4253,4253,4258,4201,4123,4164,4176,4155,4133,5,-57,-78,41,12,-21,-22
50,4,8,30,073,Montana,Pondera County,6153,6155,6166,6210,6182,6237,6181,6148,6084,11,44,-28,55,-56,-33,-64
50,4,8,30,075,Montana,Powder River County,1743,1743,1731,1755,1763,1756,1783,1780,1746,-12,24,8,-7,27,-3,-34
50,4,8,30,077,Montana,Powell County,7027,7027,7018,7079,7088,6963,6901,6831,6858,-9,61,9,-125,-62,-70,27
50,4,8,30,079,Montana,Prairie County,1179,1179,1186,1155,1155,1172,1139,1163,1182,7,-31,0,17,-33,24,19
50,4,8,30,081,Montana,Ravalli County,40212,40212,40338,40392,40622,40741,40905,41295,42088,126,54,230,119,164,390,793
50,4,8,30,083,Montana,Richland County,9746,9746,9749,10146,10801,11179,11560,11938,11482,3,397,655,378,381,378,-456
50,4,8,30,085,Montana,Roosevelt County,10425,10425,10443,10530,10889,11121,11334,11500,11305,18,87,359,232,213,166,-195
50,4,8,30,087,Montana,Rosebud County,9233,9235,9249,9351,9379,9322,9347,9403,9287,14,102,28,-57,25,56,-116
50,4,8,30,089,Montana,Sanders County,11413,11413,11395,11374,11376,11328,11319,11316,11534,-18,-21,2,-48,-9,-3,218
50,4,8,30,091,Montana,Sheridan County,3384,3384,3371,3440,3579,3654,3683,3691,3648,-13,69,139,75,29,8,-43
50,4,8,30,093,Montana,Silver Bow County,34200,34209,34227,34380,34470,34507,34693,34579,34553,18,153,90,37,186,-114,-26
50,4,8,30,095,Montana,Stillwater County,9117,9117,9115,9173,9209,9315,9298,9483,9406,-2,58,36,106,-17,185,-77
50,4,8,30,097,Montana,Sweet Grass County,3651,3651,3623,3594,3596,3672,3656,3624,3623,-28,-29,2,76,-16,-32,-1
50,4,8,30,099,Montana,Teton County,6073,6071,6078,6082,6072,6062,6048,6095,6056,7,4,-10,-10,-14,47,-39
50,4,8,30,101,Montana,Toole County,5324,5324,5340,5168,5235,5129,5130,5099,4977,16,-172,67,-106,1,-31,-122
50,4,8,30,103,Montana,Treasure County,718,718,719,720,732,700,693,695,692,1,1,12,-32,-7,2,-3
50,4,8,30,105,Montana,Valley County,7369,7369,7373,7472,7493,7616,7608,7626,7539,4,99,21,123,-8,18,-87
50,4,8,30,107,Montana,Wheatland County,2168,2168,2160,2140,2099,2132,2094,2104,2117,-8,-20,-41,33,-38,10,13
50,4,8,30,109,Montana,Wibaux County,1017,1017,1004,988,1055,1126,1121,1121,1093,-13,-16,67,71,-5,0,-28
50,4,8,30,111,Montana,Yellowstone County,147972,147972,148410,149845,151887,153982,155469,156946,158437,438,1435,2042,2095,1487,1477,1491
40,2,4,31,000,Nebraska,Nebraska,1826341,1826334,1830051,1842283,1855725,1868559,1881145,1893765,1907116,3717,12232,13442,12834,12586,12620,13351
50,2,4,31,001,Nebraska,Adams County,31364,31367,31342,31234,31390,31590,31433,31585,31684,-25,-108,156,200,-157,152,99
50,2,4,31,003,Nebraska,Antelope County,6685,6685,6667,6628,6528,6451,6401,6398,6329,-18,-39,-100,-77,-50,-3,-69
50,2,4,31,005,Nebraska,Arthur County,460,460,464,469,481,454,454,457,469,4,5,12,-27,0,3,12
50,2,4,31,007,Nebraska,Banner County,690,690,696,736,764,766,751,797,798,6,40,28,2,-15,46,1
50,2,4,31,009,Nebraska,Blaine County,478,478,472,495,513,482,505,492,484,-6,23,18,-31,23,-13,-8
50,2,4,31,011,Nebraska,Boone County,5505,5505,5502,5396,5415,5386,5335,5295,5332,-3,-106,19,-29,-51,-40,37
50,2,4,31,013,Nebraska,Box Butte County,11308,11308,11276,11295,11276,11305,11310,11311,11194,-32,19,-19,29,5,1,-117
50,2,4,31,015,Nebraska,Boyd County,2099,2099,2103,2086,2064,2022,2029,2011,1982,4,-17,-22,-42,7,-18,-29
